fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_gross_inc,ff_oper_exp_oth,ff_oper_exp_tot,ff_oper_inc,ff_ptx_xord_chrg,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_eq_aff_inc,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_pay_acct,ff_accr_exp_xpayr,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_net_inc_cf,ff_dep_exp_cf,ff_non_cash,ff_funds_oper_gross,ff_wkcap_chg,ff_sale_assets_bus_cf,ff_invest_activ_cf,ff_div_cf,ff_chg_cash_cf,ff_eps_reported,ff_bps,ff_com_shs_out_eps_basic,ff_com_shs_out_eps_dil,ff_com_shs_out,ff_price_close_fp,ff_consol_net_inc,ff_eq_tot,ff_eps_basic,ff_com_shs_out_eps,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_rsrv_noneq,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_com_eq_retain_earn,ff_ebit_oper_ps,ff_restate_ind,ff_loan_chg_cf,ff_invest_activ_oth,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_accr_exp_cf,ff_cap_lease,ff_com_eq_apic,ff_com_eq_gl,ff_com_eq_par,ff_com_shs_out_secs,ff_curn_doc,ff_debt_lt_curr,ff_debt_lt_xcap,ff_dep_exp_xamort_cf,ff_eps,ff_eps_contin_oper,ff_eps_secs,ff_eps_xord,ff_gain_sale_assets_net,ff_oper_exp,ff_oper_inc_bef_dep,ff_opt_wrnt_cf,ff_par_ps,ff_pay_acct_cf,ff_pfd_stk_nred,ff_pfd_stk_red,ff_stk_sale_xopt_cf,ff_tot_invest_ret,ff_treas_shs,ff_treas_stk,ff_wkcap_assets_oth,ff_cash_generic,ff_actg_chg,ff_mkt_val_secs,ff_pbk_secs,ff_bps_secs,ff_disc_oper,ff_misc_exp_non_oper,ff_xord_items,ff_assets_curr_misc,ff_liabs_curr_misc,ff_invest_sale_cf,ff_stk_purch_cf,ff_stk_sale_cf,ff_debt_st_cf,ff_capex_fix,ff_debt_lt_iss_cf,ff_debt_lt_reduct_cf,ff_fin_uses_cf,ff_fin_sources_cf,ff_liabs_oth_xdfd_rev,ff_invest_purch_cf,ff_cogs_xdep,ff_dep_amort_exp,ff_rd_exp,ff_dps_secs,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_restruct_exp
C8X3ZJ-R,2017-12-31,USD,3,4,1.0,2017-12-31,92.0,2017,201712,0.037,,0.0,32.891,-32.854,3.307,-35.906,0.0,0.0,0.0,-35.906,0.0,282.896,282.896,0.0,285.211,0.658,295.699,20.902,1.872,6.805,3.677,0.0,0.0,268.845,1.872,268.845,-35.907,0.372,6.741,-28.794,0.398,,0.0,0.0,226.572,-1.14,7.36237,31.580146,31.580146,36.516075,35.75,-35.906,268.845,-1.14,31.580146,32.891,0.0,295.699,9.25,0.0,0.048,0.0,0.0,2018-02-28,2018-03-02,2018-03-02,2018-03-02,-542.167,-1.04033717893515,0,0.0,0.0,0.0,0.0,-35.906,0.158,0.0,810.975,0.0,0.037,36.516075,USD,1.872,0.0,0.372,-1.14,-1.14,-1.14,-1.14,0.0,32.891,-32.482,2.453,0.001,-0.142,0.0,0.0,157.265,72.7053,0.0,0.0,0.382,282.896,0.0,1305.45,4.85577,7.36237,0.0,-0.138,0.0,0.444,4.689,96.79,0.0,159.718,0.0,0.488,0.0,0.909,0.143,0.0,5.952,0.0,,0.372,21.004,0.0,7.23815470309994,9.25,1.872,0.0,0.0,0.0
C8X3ZJ-R,2021-03-31,USD,3,1,1.0,2021-03-31,90.0,2021,202103,13.299,4.841,0.0,83.311,-70.012,0.059,-71.639,0.0,0.0,0.0,-71.639,0.0,386.813,249.427,5.629,406.427,216.53,675.947,50.838,4.472,7.079,9.319,305.895,0.0,244.247,310.367,244.247,-71.639,4.241,10.921,-56.477,-18.278,0.0,0.0,0.0,-84.131,-1.08,3.42028,66.63683,66.63683,71.411389,27.95,-71.639,244.247,-1.0751,66.63683,83.311,0.0,675.947,49.545,0.0,5.186,0.0,0.0,2021-05-10,2021-05-10,2021-05-10,2021-05-10,-1188.281,-1.05065021850529,0,0.0,0.0,0.0,0.0,-71.639,-5.582,0.0,1432.457,0.0,0.071,71.411389,USD,0.0,279.694,1.403,-1.0751,-1.0751,-1.0751,-1.0751,0.0,83.311,-65.771,11.136,0.001,-4.996,0.0,0.0,21.553,88.8513,0.0,0.0,-4.59,386.813,0.0,1995.95,8.17184,3.42028,0.0,-0.105,0.0,8.799,24.347,53.0,0.0,32.689,0.0,4.036,0.0,0.0,3.645,0.0,0.0,87.384,4.217,4.241,26.78,0.0,4.97944382512991,20.766,0.0,279.694,279.694,0.0
KXDMGL-R,2005-06-30,USD,3,4,1.0,2005-07-01,91.0,2005,200506,2179.0,540.0,0.0,1897.0,282.0,1.0,291.0,11.0,0.0,0.0,280.0,0.0,1836.0,746.0,431.0,3502.0,163.0,5244.0,1780.0,4.0,1108.0,241.0,736.0,0.0,2541.0,740.0,2541.0,280.0,119.0,-5.0,405.0,95.0,,23.0,38.0,26.0,0.55,5.32966,475.0,510.0,476.765764,17.35,280.0,2541.0,0.59,510.0,1897.0,0.0,5244.0,1529.0,0.0,1094.0,0.08,0.08,2005-07-19,2005-08-01,2005-08-01,2005-08-01,1921.0,0.552941176470588,0,0.0,-23.0,0.0,0.08,280.0,59.0,0.0,632.0,-9.0,0.0,476.765764,USD,4.0,736.0,,0.55,0.55,0.55,0.55,0.0,1897.0,403.0,90.0,0.0,103.0,0.0,0.0,-80.0,23.9268,0.0,0.0,45.0,1836.0,0.0,8271.89,3.25537,5.32966,0.0,10.0,0.0,141.0,356.0,1301.0,0.0,10.0,0.0,307.0,0.0,2.0,0.0,0.0,59.0,1415.0,1518.0,121.0,171.0,0.08,3.61183652440279,1529.0,4.0,736.0,736.0,1.0
KXDMGL-R,2018-06-30,USD,3,4,1.0,2018-06-29,91.0,2018,201806,2835.0,898.0,0.0,2330.0,505.0,14.0,466.0,5.0,0.0,0.0,461.0,0.0,1861.0,1857.0,1053.0,4310.0,1498.0,9410.0,3190.0,499.0,1728.0,417.0,4320.0,0.0,1665.0,4819.0,1665.0,461.0,137.0,7.0,589.0,-121.0,26.0,0.0,181.0,-1073.0,1.57,5.79795,287.0,293.0,287.170363,56.47,461.0,1665.0,1.61,293.0,2330.0,0.0,9410.0,1792.0,0.0,1184.0,0.63,0.63,2018-07-30,2018-08-03,2018-08-03,2018-08-03,-4696.0,1.72354948805461,0,0.0,0.0,0.0,0.63,461.0,43.0,0.0,6377.0,0.0,0.0,287.170363,USD,499.0,4320.0,116.0,1.57,1.57,1.57,1.57,0.0,2330.0,642.0,3.0,1e-05,-9.0,0.0,0.0,0.0,52.2323,0.0,0.0,-13.0,1861.0,0.0,16216.5,9.73965,5.79795,0.0,8.0,0.0,212.0,529.0,0.0,0.0,3.0,0.0,96.0,0.0,5.0,1.0,0.0,103.0,1279.0,1800.0,137.0,259.0,0.63,3.90012391355302,1792.0,499.0,4320.0,4320.0,-6.0
KXDMGL-R,2021-03-31,USD,3,3,1.0,2021-04-02,91.0,2021,202103,2731.0,729.0,0.0,2361.0,370.0,,339.0,10.0,0.0,0.0,329.0,0.0,1216.0,1214.0,1281.0,3692.0,1459.0,8604.0,2993.0,260.0,1861.0,464.0,4940.0,0.0,484.0,5200.0,484.0,329.0,99.0,17.0,451.0,-73.0,4.0,0.0,161.0,-587.0,1.39,2.10841,233.0,237.0,229.556907,78.49,329.0,484.0,1.412,237.0,2361.0,0.0,8604.0,2317.0,0.0,978.0,0.67,0.67,2021-04-22,2021-04-29,2021-04-29,2021-04-29,-6417.0,1.56118143459916,0,0.0,0.0,0.0,0.67,329.0,8.0,0.0,,0.0,6939.0,229.556907,USD,245.0,4897.0,96.0,1.3882,1.3882,1.3882,1.3882,7.0,2361.0,469.0,55.0,1e-05,135.0,0.0,0.0,0.0,77.2946,0.0,0.0,-74.0,1216.0,0.0,18017.9,37.2271,2.10841,0.0,10.0,0.0,217.0,540.0,3.0,751.0,55.0,0.0,104.0,0.0,6.0,5.0,0.0,113.0,0.0,1903.0,99.0,227.0,0.67,3.04499659424319,2215.0,245.0,4897.0,4897.0,-2.0
C8X3ZJ-R,2013-03-31,USD,3,1,1.0,2013-03-31,90.0,2013,201303,0.075,,0.0,9.752,-9.677,,-21.657,0.0,0.0,0.0,-21.657,-22.884,26.984,26.984,0.0,28.248,0.741,36.351,32.577,8.374,3.659,5.115,125.195,0.0,-128.397,133.569,-128.397,-21.657,0.453,11.514,-9.69,3.107,0.0,0.0,0.0,22.826,,-6.88391,18.651754,18.651754,18.651754,,-21.657,-128.397,0.0658,18.651754,9.752,0.0,36.351,6.852,0.0,0.0,,,2013-06-04,2013-12-31,2013-12-31,2013-12-31,-165.089,-0.518825200032126,0,0.0,0.0,0.0,,1.227,1.699,0.003,36.689,0.0,0.003,18.651754,USD,8.374,125.192,0.453,0.0658,0.0658,0.0658,0.0658,0.0,9.752,-9.224,0.001,0.001,1.854,0.0,0.0,31.782,,0.0,0.0,-0.446,26.984,0.0,,,-6.88391,0.0,0.002,0.0,0.075,19.827,0.075,0.0,31.783,0.0,0.325,0.0,2.124,0.0,0.0,6.976,0.0,,0.453,7.074,,-0.232096134229521,6.852,8.374,125.192,125.195,0.0
C8X3ZJ-R,2023-09-30,USD,3,3,1.0,2023-09-30,92.0,2023,202309,56.776,35.238,0.0,100.862,-44.086,95.207,-140.876,0.3,0.0,0.0,-141.176,0.0,300.52,179.594,46.214,388.519,41.625,532.487,82.158,18.519,4.775,22.006,469.38,0.0,-106.201,487.899,-106.201,-141.176,2.125,102.21,-36.841,-14.121,0.0,3.383,0.0,38.084,-1.63,-1.2094,86.613425,86.613425,87.813315,11.47,-141.176,-106.201,-1.63,86.613425,100.862,0.0,532.487,95.198,0.0,25.414,0.0,0.0,2023-11-08,2023-11-08,2023-11-08,2023-11-08,-2022.661,-0.508997306133547,0,0.0,-3.383,0.0,0.0,-141.176,13.247,0.0,1916.385,-0.013,0.088,87.813315,USD,9.86,427.101,0.468,-1.63,-1.63,-1.63,-1.63,0.0,100.862,-41.961,0.058,0.001,-3.83,0.0,0.0,-0.625,-57.5185,0.0,0.0,-8.751,300.52,0.0,1007.22,,-1.2094,0.0,-0.223,0.0,16.371,32.837,110.535,0.0,-0.567,0.0,4.503,48.415,6.614,3.774,0.0,2.835,51.063,19.413,2.125,11.595,0.0,3.48877616110951,40.388,9.86,427.101,427.101,2.025
QH6KJ2-R,2006-06-30,USD,3,4,1.0,2006-06-25,91.0,2006,200606,106.706,45.161,0.0,86.871,19.835,1.513,22.439,10.061,,0.0,13.244,0.0,256.218,88.768,29.994,376.498,,900.2,37.39,0.0,23.214,1.807,0.0,0.0,827.613,0.0,827.613,13.243,18.898,4.92,39.263,-10.391,-0.038,-3.018,0.0,15.882,0.17,10.71663,77.049,78.978,77.227,23.49,12.378,827.613,0.17,78.978,86.871,0.0,900.2,342.238,0.0,74.079,0.0,0.0,2006-08-10,2006-08-24,2006-08-24,2006-08-24,234.955,0.251145888728507,0,0.0,3.018,0.0,0.0,13.244,0.521,0.0,580.804,11.758,0.096,77.227,USD,0.0,0.0,18.283,0.17,0.16,0.17,0.17,0.0,86.871,36.118,23.445,0.00125,0.828,0.0,0.0,-18.95,-11.592,0.0,0.0,-0.117,,0.0,1814.06,2.19192,10.71663,0.866,4.117,0.0,16.207,12.551,39.875,0.0,4.495,0.0,23.046,0.0,0.0,0.0,0.0,1.887,32.845,45.262,16.283,13.961,0.0,4.39105494192446,342.238,0.0,0.0,0.0,0.0
QH6KJ2-R,2007-06-30,USD,3,4,1.0,2007-06-24,91.0,2007,200706,111.168,27.555,0.0,113.118,-1.95,0.0,8.085,1.567,0.0,,6.435,0.0,242.655,93.881,71.068,434.132,240.163,1116.23,54.449,0.0,32.94,5.073,0.0,0.0,1015.999,0.0,1015.999,6.435,24.626,-4.375,37.056,-9.73,0.372,0.0,0.0,-24.626,0.08,11.99881,80.4375,80.4375,84.675,27.41,6.518,1015.999,0.08,80.4375,113.118,0.0,1116.23,372.345,0.0,87.615,0.0,0.0,2007-08-07,2007-08-22,2007-08-22,2007-08-22,292.289,-0.0242424242424242,0,0.0,0.0,0.0,0.0,6.435,-15.647,0.0,713.778,0.0,0.106,84.675,USD,0.0,0.0,19.224,0.08,0.081,0.08,0.08,6.651,113.118,22.676,-4.374,0.00125,-5.773,0.0,0.0,10.451,16.688,,0.0,4.929,242.655,0.0,2320.94,2.28439,11.99881,-0.083,6.895,0.0,32.794,5.92,59.524,0.0,6.077,0.0,10.754,0.0,0.0,0.0,0.749,1.232,27.981,58.987,24.626,14.059,0.0,4.48400354295837,372.345,0.0,0.0,0.0,0.0
KXDMGL-R,2013-03-31,USD,3,3,1.0,2013-03-29,91.0,2013,201303,3526.0,928.0,0.0,3060.0,466.0,26.0,430.0,14.0,0.0,0.0,416.0,0.0,2010.0,1534.0,833.0,4987.0,1020.0,8743.0,2601.0,4.0,1698.0,451.0,2474.0,0.0,3299.0,2478.0,3299.0,416.0,221.0,-3.0,631.0,52.0,25.0,2.0,4.0,50.0,1.13,9.21508,358.0,369.0,358.0,36.555,416.0,3312.0,1.16,369.0,3060.0,13.0,8743.0,2256.0,0.0,1855.0,0.38,0.38,2013-05-01,2013-05-02,2013-05-02,2013-05-02,-1947.0,1.26287262872629,0,0.0,-2.0,0.0,0.38,416.0,-50.0,0.0,5239.0,0.0,0.0,358.0,USD,4.0,2474.0,184.0,1.13,1.13,1.13,1.13,18.0,3060.0,687.0,65.0,1e-05,34.0,0.0,0.0,0.0,40.3265,0.0,0.0,15.0,2010.0,0.0,13086.7,3.96687,9.21508,0.0,36.0,0.0,289.0,635.0,39.0,102.0,65.0,0.0,231.0,0.0,363.0,0.0,0.0,218.0,59.0,2377.0,221.0,294.0,0.38,6.66480446927374,2256.0,4.0,2474.0,2474.0,1.0
KXDMGL-R,2017-09-30,USD,3,1,1.0,2017-09-29,91.0,2018,201709,2632.0,714.0,0.0,2329.0,303.0,51.0,188.0,7.0,0.0,0.0,181.0,0.0,2293.0,2289.0,1014.0,4824.0,1706.0,8956.0,2458.0,0.0,1539.0,476.0,5002.0,0.0,1242.0,5002.0,1242.0,181.0,161.0,33.0,372.0,-135.0,0.0,8.0,184.0,-254.0,0.62,4.2937,290.0,292.0,289.261062,33.17,181.0,1242.0,0.62,292.0,2329.0,0.0,8956.0,1817.0,0.0,1209.0,0.63,0.63,2017-10-23,2017-10-27,2017-10-27,2017-10-27,-4958.0,1.03767123287671,0,0.0,-8.0,0.0,0.63,181.0,-71.0,0.0,6213.0,0.0,0.0,289.261062,USD,0.0,5002.0,125.0,0.62,0.62,0.62,0.62,0.0,2329.0,464.0,29.0,1e-05,-30.0,0.0,0.0,0.0,-7.41894,0.0,0.0,8.0,2293.0,0.0,9594.79,7.72527,4.2937,0.0,-13.0,0.0,308.0,587.0,0.0,166.0,29.0,0.0,124.0,0.0,22.0,20.0,0.0,135.0,0.0,1757.0,161.0,263.0,0.63,8.17946246771368,1817.0,0.0,5002.0,5002.0,51.0
QH6KJ2-R,1998-06-30,USD,3,4,1.0,1998-06-28,91.0,1998,199806,11.548,7.409,3.365,9.096,2.452,0.0,2.669,0.79,,,1.879,0.0,18.337,17.68,2.543,34.658,1.534,72.724,7.055,0.017,5.595,1.052,8.65,0.0,54.865,8.667,54.865,1.879,1.119,1.9,5.292,-2.562,0.0,-0.265,0.0,0.047,0.035,1.05599,51.956,53.685716,51.956,3.90625,1.879,54.865,0.035,53.685716,9.096,0.0,72.724,36.476,0.0,10.479,0.0,0.0,1998-08-19,1998-08-19,1998-08-19,1998-08-19,5.124,0.0456732289832923,0,0.0,0.265,0.0,0.0,1.879,-1.595,0.0,49.676,0.0,0.065,51.956,USD,0.017,8.65,1.092,0.035,,0.035,,0.0,9.096,3.571,0.0,0.005,1.791,0.0,0.0,0.025,,0.0,0.0,-0.679,,0.0,202.953,3.69914,1.05599,0.0,0.217,0.0,3.299,1.052,0.0,0.944,0.025,0.0,5.941,4.289,0.0,0.0,0.0,0.0,0.0,3.02,1.119,0.487,0.0,0.531276464700901,36.476,0.017,8.65,8.65,0.0
QH6KJ2-R,2011-06-30,USD,3,4,1.0,2011-06-26,91.0,2011,201106,243.027,90.032,11.955,222.181,20.846,0.0,23.257,3.449,0.0,0.0,19.808,0.0,1085.797,390.598,176.482,1456.895,433.898,2446.722,140.316,0.0,76.593,0.0,0.0,0.0,2261.564,0.0,2261.564,19.808,30.149,15.508,49.157,15.301,0.204,0.0,0.0,-19.815,0.18,20.63339,109.99,109.99,109.607,33.96,19.808,2261.564,0.18,109.99,222.181,0.0,2446.722,555.929,0.0,125.265,0.0,0.0,2011-08-09,2011-08-17,2011-08-17,2011-08-17,654.807,0.189526320574598,0,0.0,0.0,0.0,0.0,19.808,19.986,0.0,1593.53,0.0,0.136,109.607,USD,0.0,0.0,26.244,0.18,0.18,0.18,0.18,-0.646,222.181,50.995,0.0,0.00125,0.395,0.0,0.0,0.789,-47.802,0.0,0.0,-5.078,1085.797,0.0,3722.25,1.64588,20.63339,0.0,2.411,0.0,17.857,29.739,39.521,0.0,0.789,0.0,47.852,0.0,0.0,,-0.011,22.94,86.207,122.846,30.149,30.054,0.0,12.0118149388269,555.929,0.0,0.0,0.0,0.0
KXDMGL-R,2007-03-31,USD,3,3,1.0,2007-03-30,91.0,2007,200703,2828.0,590.0,0.0,2578.0,250.0,3.0,230.0,18.0,0.0,0.0,212.0,0.0,1210.0,909.0,832.0,3809.0,3176.0,9264.0,2748.0,330.0,1397.0,553.0,1733.0,0.0,4420.0,2063.0,4420.0,212.0,236.0,51.0,499.0,-230.0,1.0,15.0,54.0,-187.0,0.37,8.13996,546.0,577.0,543.0,23.3,212.0,4420.0,0.39,577.0,2578.0,0.0,9264.0,2279.0,0.0,1367.0,0.1,0.1,2007-04-17,2007-05-03,2007-05-03,2007-05-03,1251.0,0.433275563258232,0,0.0,-15.0,0.0,0.1,212.0,-91.0,0.0,3165.0,0.0,0.0,543.0,USD,330.0,1733.0,183.0,0.37,0.37,0.37,0.37,0.0,2578.0,486.0,103.0,1e-05,-28.0,0.0,0.0,0.0,-10.1405,0.0,0.0,57.0,1210.0,0.0,12651.9,2.86242,8.13996,0.0,1.0,0.0,400.0,788.0,164.0,249.0,103.0,0.0,222.0,0.0,5.0,0.0,-1.0,161.0,0.0,2002.0,236.0,214.0,0.1,1.95395948434622,2279.0,330.0,1733.0,1733.0,3.0
QH6KJ2-R,2008-12-31,USD,3,2,1.0,2008-12-28,91.0,2009,200812,147.623,52.434,0.0,135.473,12.15,0.645,14.065,3.218,0.0,0.0,10.696,0.0,322.193,195.237,78.816,548.784,417.922,1306.499,79.663,0.0,43.988,0.0,0.0,0.0,1176.667,0.0,1176.667,10.696,26.086,6.553,43.335,-0.715,0.018,0.0,0.0,17.793,0.12,13.35407,88.057,88.511,88.113,15.06,10.847,1176.667,0.12,88.511,135.473,0.0,1306.499,339.793,0.0,126.616,0.0,0.0,2009-01-20,2009-01-21,2009-01-21,2009-01-21,342.307,0.137271073651863,0,0.0,0.0,0.0,0.0,10.696,2.056,0.0,823.762,0.0,0.11,88.113,USD,0.0,0.0,21.086,0.12,0.12,0.12,0.12,0.053,135.473,38.236,-3.842,0.00125,3.549,0.0,0.0,6.395,-45.9246,,0.0,-1.334,322.193,0.0,1326.98,1.12775,13.35407,-0.151,2.56,0.0,7.034,24.717,67.481,0.0,2.553,0.0,19.397,0.0,0.0,0.0,0.145,5.046,73.439,69.103,26.086,18.441,0.0,5.32408384687844,339.793,0.0,0.0,0.0,0.0
QH6KJ2-R,2023-03-31,USD,3,3,1.0,2023-03-26,91.0,2023,202303,228.7,65.5,0.5,280.3,-51.6,3.9,-99.0,0.5,0.0,0.0,-99.5,0.0,2248.2,795.1,292.9,2848.4,628.6,5454.7,607.2,6.2,45.3,405.5,3105.5,0.0,1706.8,3111.7,1706.8,-99.5,41.1,20.1,-38.1,27.1,0.0,0.0,0.0,-290.0,-0.8,13.71618,124.439,124.439,124.437,61.3,-99.5,1706.8,-0.7996,124.439,280.3,0.0,5454.7,1974.0,0.0,270.9,0.0,0.0,2023-04-26,2023-04-27,2023-04-27,2023-04-27,-1950.9,-0.414660998561544,1,0.0,60.3,0.0,0.0,-99.5,25.6,9.3,3680.6,-23.1,0.2,124.437,USD,0.5,3023.3,37.3,-0.7996,-0.7996,-0.7996,-0.7996,-6.5,280.3,-10.5,0.0,0.00125,-0.1,0.0,0.0,0.2,-45.6078,0.0,0.0,17.4,2248.2,0.0,7627.99,4.46917,13.71618,0.0,-51.6,0.0,1.8,474.8,161.6,0.0,0.2,0.0,292.4,0.0,0.1,0.4,0.0,31.5,206.4,122.1,41.1,56.1,0.0,18.0107202841599,1904.0,0.5,3023.3,3032.6,3.9
KXDMGL-R,2015-12-31,USD,3,2,1.0,2016-01-01,91.0,2016,201512,2986.0,711.0,0.0,2740.0,246.0,17.0,180.0,15.0,0.0,0.0,165.0,0.0,1271.0,1265.0,1046.0,3931.0,1909.0,8796.0,2539.0,0.0,1759.0,483.0,4140.0,0.0,1821.0,4140.0,1821.0,164.0,209.0,33.0,406.0,-24.0,0.0,0.0,188.0,-657.0,0.55,6.14667,299.0,301.0,296.258168,36.66,165.0,1821.0,0.55,301.0,2740.0,0.0,8796.0,2230.0,0.0,1398.0,0.63,0.63,2016-01-29,2016-01-29,2016-01-29,2016-01-29,-3983.0,0.817275747508306,0,0.0,0.0,0.0,0.63,165.0,-95.0,0.0,5836.0,1.0,0.0,296.258168,USD,0.0,4140.0,163.0,0.55,0.55,0.55,0.55,-1.0,2740.0,455.0,1.0,1e-05,-169.0,0.0,0.0,0.0,-41.0633,0.0,0.0,2.0,1271.0,0.0,10860.8,5.96421,6.14667,0.0,-4.0,0.0,216.0,605.0,0.0,78.0,1.0,0.0,137.0,0.0,0.0,1.0,0.0,192.0,0.0,2066.0,209.0,304.0,0.63,4.69860463053967,2230.0,0.0,4140.0,4140.0,17.0
QH6KJ2-R,2002-03-31,USD,3,3,1.0,2002-03-24,91.0,2002,200203,33.376,6.122,0.059,43.174,-9.798,77.375,-86.167,-17.881,0.0,0.0,-68.286,0.0,156.965,146.495,14.812,218.733,56.326,513.934,16.878,0.0,8.671,8.207,0.0,0.0,493.168,0.0,493.168,-68.286,10.621,77.193,3.142,-1.517,0.0,1.444,0.0,2.158,-0.94,6.75369,72.781,72.781,73.022,13.79,-68.286,493.168,-0.94,72.781,43.174,0.0,513.934,212.483,0.0,38.892,0.0,0.0,2002-04-11,2002-05-07,2002-05-07,2002-05-07,-3.201,-0.134623047223863,0,0.0,-1.444,0.0,0.0,-68.286,1.033,0.0,509.446,,0.091,73.022,USD,0.0,0.0,8.274,-0.94,-0.94,-0.94,-0.94,0.0,43.174,-1.524,0.0,0.00125,1.77,0.0,0.0,1.349,-18.3541,0.0,0.0,-3.994,156.965,0.0,1006.97,2.04185,6.75369,0.0,2.012,0.0,8.064,8.207,10.0,3.032,1.349,0.0,6.34,0.0,0.0,0.0,0.0,0.038,0.0,18.98,8.274,9.327,0.0,2.76430390841116,212.483,0.0,0.0,0.0,0.0
QH6KJ2-R,2005-09-30,USD,3,1,1.0,2005-09-25,91.0,2006,200509,103.856,50.869,0.0,76.838,27.018,1.168,28.765,7.045,0.0,0.0,21.72,0.0,181.135,55.832,29.376,303.652,171.812,810.828,37.262,0.0,20.177,17.085,0.0,0.0,742.826,0.0,742.826,21.72,18.389,3.471,43.58,-12.603,0.16,1.665,0.0,-15.093,0.28,9.80421,75.601,77.558,75.766,24.24,21.72,742.826,0.29,77.558,76.838,0.0,810.828,335.364,0.0,63.987,0.0,0.0,2005-10-20,2005-10-20,2005-10-20,2005-10-20,180.002,0.348358647721705,1,0.0,-1.665,0.0,0.0,21.72,4.514,0.0,553.08,9.65,0.094,75.766,USD,0.0,0.0,17.815,0.28,0.29,0.28,0.27,0.587,76.838,45.407,0.0,0.00125,-3.288,0.0,0.0,1.163,-15.5401,,0.0,0.362,181.135,0.0,1836.57,2.47241,9.80421,0.0,2.915,0.0,23.531,17.085,26.626,0.0,1.163,0.0,12.47,0.0,0.0,0.0,0.0,0.0,59.884,34.598,18.389,12.793,0.0,3.51595702557876,335.364,0.0,0.0,0.0,0.0
QH6KJ2-R,2007-12-31,USD,3,2,1.0,2007-12-30,98.0,2008,200712,118.999,37.748,0.0,114.363,4.636,,8.744,2.104,0.0,0.0,6.62,0.0,295.121,205.185,75.063,494.428,304.261,1152.941,60.449,0.0,36.612,0.0,0.0,0.0,1049.104,0.0,1049.104,6.621,24.651,3.708,34.98,0.11,0.027,0.0,0.0,68.908,0.08,12.25718,85.19,86.848,85.591,27.85,6.64,1049.104,0.08,86.848,114.363,0.0,1152.941,354.252,0.0,93.766,0.0,0.0,2008-01-22,2008-01-22,2008-01-22,2008-01-22,311.587,0.0533806190125276,0,0.0,0.0,0.0,0.0,6.62,2.111,0.0,736.242,1.168,0.107,85.591,USD,0.0,0.0,24.551,0.08,0.08,0.08,0.08,0.474,114.363,29.287,11.106,0.00125,5.091,0.0,0.0,-5.858,63.1517,0.0,0.0,7.78,295.121,0.0,2383.71,2.27214,12.25718,-0.02,4.108,0.0,30.478,16.981,70.17,0.0,5.248,0.0,9.87,0.0,0.0,,0.586,6.889,30.618,56.6,24.651,14.901,0.0,5.07038123167155,354.252,0.0,0.0,0.0,0.0
C8X3ZJ-R,2022-06-30,USD,3,2,1.0,2022-06-30,91.0,2022,202206,28.368,13.394,0.0,86.21,-57.842,0.061,-61.435,0.0,0.0,0.0,-61.435,0.0,233.815,69.418,13.6,260.945,230.62,561.883,77.226,22.695,13.272,9.868,414.996,0.0,-2.631,437.691,-2.631,-61.435,5.451,10.957,-45.027,0.802,0.0,5.94,0.0,-128.941,-0.88,-0.03598,70.061457,70.061457,73.123363,13.82,-61.435,-2.631,-0.8769,70.061457,86.21,0.0,561.883,64.397,0.0,5.59,0.0,0.0,2022-08-09,2022-08-09,2022-08-09,2022-08-09,-1523.729,-0.825589453556468,0,0.0,-5.94,0.0,0.0,-61.435,2.433,0.0,1521.411,-0.386,0.073,73.123363,USD,17.72,378.383,1.524,-0.8769,-0.8769,-0.8769,-0.8769,0.0,86.21,-52.391,-96.102,0.001,2.905,0.0,0.0,119.526,-53.3738,0.0,0.0,-0.474,233.815,0.0,1010.56,,-0.03598,0.0,-0.277,0.0,7.94,26.564,41.183,0.0,23.424,0.0,-0.536,0.0,1.76,0.383,-0.116,2.687,141.66,9.523,5.451,24.407,0.0,2.51245282578155,22.595,17.72,378.383,378.383,0.0
