fsym_id,date,currency,ff_upd_type,ff_fp_ind_code,ff_report_freq_code,ff_fiscal_date,ff_fy_length_days,ff_fyr,ff_fpnc,ff_sales,ff_oper_exp_tot,ff_oper_inc,ff_ptx_inc,ff_inc_tax,ff_min_int_exp,ff_net_income,ff_div_pfd,ff_cash_st,ff_cash_only,ff_inven,ff_assets_curr,ff_assets_oth_intang,ff_intang,ff_assets,ff_liabs_curr,ff_debt_st,ff_debt_lt,ff_pfd_stk,ff_com_eq,ff_debt,ff_shldrs_eq,ff_chg_cash_cf,ff_bps,ff_com_shs_out,ff_actg_standard,ff_consol_net_inc,ff_eq_tot,ff_exp_tot,ff_min_int_accum,ff_liabs_shldrs_eq,ff_ppe_net,ff_receiv_st,ff_dps,ff_dps_gross,ff_eps_rpt_date,ff_source_is_date,ff_source_bs_date,ff_source_cf_date,ff_restate_ind,ff_loan_chg_cf,ff_dep_chg_cf,ff_dps_all,ff_net_inc_aft_pfd,ff_curn_doc,ff_debt_lt_xcap,ff_eps,ff_eps_xord,ff_oper_exp,ff_oper_inc_bef_dep,ff_pfd_stk_nred,ff_pfd_stk_red,ff_disc_oper,ff_misc_exp_non_oper,ff_int_exp_debt,ff_xord_items,ff_liabs_curr_misc,ff_liabs_oth_xdfd_rev,ff_dep_amort_exp,ff_wkcap_ps,ff_ppe_net_owned,ff_debt_st_xoper,ff_debt_lt_xlease,ff_debt_lt_xoper,ff_assets_tang,ff_dfd_tax_rsrv,ff_restruct_exp
MVMFXK-R,2003-09-30,DKK,3,3,1,2003-09-30,92,2003,200309,6703,5283,1420,1713,583,0,1130,0,0,0,0,0,0,0,34998,0,0,0,0,24037,0,24037,0,3.38841,7093.8832,01,1130,24037,5283,0,34998,0,0,0,0,2003-10-29,2003-10-30,2003-10-30,2003-10-30,0,0,0,0,1130,DKK,0,0.165,0.165,5283,1792,0,0,0,293,0,0,0,0,372,0,0,0,0,0,0,0,0
PDBDMJ-R,2017-12-31,NOK,3,4,1,2017-12-31,92,2017,201712,9709.05669885526,7582.67715253171,2126.37954632355,-90.3615177913262,-238.400600130307,0.961292742460917,270.123260631518,0,704.220441516,704.220441516,14805.326269752,21244.47440724,8847.444542784,8810.12184156,42531.182397444,7854.464254956,1279.775781444,7595.169699084,0,22729.525045416,8874.945480528,22729.525045416,-121.147759157066,46.37091,490.167777,23,271.084553373979,22741.311161592,7582.67715253171,11.786116176,42531.182397444,10634.023319796,5734.927695972,2.6,2.6,2018-02-14,2018-03-20,2018-03-20,2018-03-20,0,0,0,2.6,270.123260631518,EUR,7595.169699084,0.5768,0.5768,7582.67715253171,2494.55466668608,0,0,0,-232.63284,118.239007322693,0,2923.938987996,864.315186,368.175120362531,27.3171978668928,10634.023319796,1279.775781444,7595.169699084,7595.169699084,33721.060555884,0,24.0323185615229
BNW4RV-R,2014-12-31,NOK,3,4,1,2014-12-31,92,2014,201412,1520,1362,158,160,35,0,125,0,222,222,1397,1904,2955,2955,5333,965,6,1097,0,3219,1103,3219,173,7.98034,403.36640992337,23,125,3219,1362,0,5333,474,280,0.68678,0.68678,2015-02-25,2015-02-25,2015-02-25,2015-02-25,0,0,0,0.68678,125,NOK,1069,0.309,0.309,1362,184,0,0,0,0,57,0,429,0,26,2.32790826627926,474,6,1069,1097,2378,0,0
C6LWM5-R,2019-03-31,NOK,3,1,1,2019-03-31,90,2019,201903,2963.4,2153.8,809.6,822.7,139.1,-6.5,718.8,0,142.3,142.3,5837.4,6921.5,4544,4544,16649.7,3187.9,731,1284.6,0,9766.9,2015.6,9766.9,-97.2,86.63338,112.738296,23,712.3,10522.9,2153.8,756,16649.7,4374.4,941.8,0,0,2019-05-22,2019-05-22,2019-05-22,2019-05-22,0,0,0,0,718.8,NOK,738.7,6.3758,6.3758,2153.8,973.6,0,0,0,225.9,37.6,0,0,0,164,33.1174067062358,3732.7,731,738.7,1284.6,12105.7,0,0
RDLJGK-R,2024-03-31,SEK,3,1,1,2024-03-31,91,2024,202403,3538,3073,465,328,97,10,217,0,1581,1581,1902,6902,8509,8509,17823,5100,204,5641,0,5460,5845,5460,49,29.91238,182.533112,23,227,5461,3073,1,17821,1891,2506,0,0,2024-04-23,2024-04-23,2024-04-23,2024-04-23,0,0,0,0,218,SEK,5063,1.1943,1.1943,3073,591,0,0,0,-5,87,0,3474,815,126,9.87218143741504,1196,204,5063,5641,9314,0,44
BNW4RV-R,2015-12-31,NOK,3,4,1,2015-12-31,92,2015,201512,1831,1628,203,187,43,0,144,0,87,87,1928,2310,2959,2959,5839,1296,8,1116,0,3366,1124,3366,35,8.34477,403.36640992337,23,144,3366,1628,0,5839,570,290,0.68678,0.68678,2016-02-19,2016-04-25,2016-04-25,2016-04-25,0,0,0,0.68678,144,NOK,1095,0.3571,0.3571,1628,229,0,0,0,0,43,0,517,0,26,2.51384343131754,570,8,1095,1116,2880,0,0
KZ5B9F-R,2016-12-31,NOK,3,4,1,2016-12-31,92,2016,201612,4059,3705,354,333,194,12,82,0,1268,1268,10,4001,14100,14100,20408,5607,528,1814,0,10235,2342,10235,-120,45.27744,226.050774,23,94,10540,3705,305,20408,952,2223,1.75,1.75,2017-02-08,2017-04-19,2017-04-19,2017-04-19,0,0,0,1.75,82,NOK,1814,0.36,0.36,3705,501,0,0,0,75,25,0,3186,381,147,-7.10459854474995,952,528,1814,1814,6308,0,46
MVMFXK-R,2019-12-31,DKK,3,4,1,2019-12-31,92,2019,201912,32417,20587,11830,11079,2362,0,8717,0,15475,15475,17641,62456,6676,5835,125612,58983,1474,3009,0,57593,4483,57593,-3345,12.24341,4704,23,8717,57593,20587,0,125612,50551,25718,2.675,2.675,2020-02-05,2020-02-12,2020-02-12,2020-02-12,0,0,0,2.675,8717,DKK,0,1.8485,1.8485,20587,13228,0,0,0,43,814,0,46939,0,1398,0.738307823129252,50551,1474,0,3009,119777,0,0
C6LWM5-R,2023-09-30,NOK,3,3,1,2023-09-30,92,2023,202309,7512,5559,1953,2322,1623,71,632,0,751,751,15501,18542,18409,18409,53256,9488,1559,14914,0,18553,16473,18553,-413,141.15972,131.432674,23,681,21475,5559,2922,53256,13520,2290,0,0,2023-11-09,2023-11-09,2023-11-09,2023-11-09,0,0,0,0,632,NOK,13707,4.8086,7.5704,5559,2306,0,0,22,9,348,363,3683,0,353,68.886980112723,12078,1559,13707,14914,34847,0,0
KZ5B9F-R,2008-09-30,NOK,3,3,1,2008-09-30,92,2008,200809,3182,2998,184,59,34,14,11,0,734,728,143,3352,9054,8627,16802,5850,2731,2468,0,5213,5199,5213,-22,64.38848,80.96169101398,23,25,5385,2998,172,16802,1666,2475,0,0,2008-11-07,2008-11-07,2008-11-07,2008-11-07,0,0,0,0,11,NOK,2468,0.1275,0.1355,2998,333,0,0,0,-60,67,0,3119,3099,149,-30.8540986325083,1666,2731,2468,2468,8175,0,18
MVMFXK-R,2007-06-30,DKK,3,2,1,2007-06-30,91,2007,200706,10563,7816,2747,3044,742,0,3652,0,5554,3829,8941,22918,-1125,735,46285,10546,97,1162,0,33475,1259,33475,799,5.04986,6628.89972,23,3652,33475,7816,0,46285,20372,8423,0,0,2007-08-03,2007-08-07,2007-08-07,2007-08-07,0,0,0,0,3652,DKK,1162,0.5745,0.5745,7816,3263,0,0,0,357,60,0,7567,-722,516,1.86637308189661,20372,97,1162,1162,45550,0,0
RDLJGK-R,2017-12-31,SEK,3,4,1,2017-12-31,92,2017,201712,1811,1687,123,99,-53,-1,153,0,404,402,798,2672,5706,5707,9198,1843,7,2848,0,3748,2855,3748,-48,20.41419,183.597802,23,152,3748,1687,0,9198,564,1365,0.3,0.3,2018-02-16,2018-04-26,2018-04-26,2018-04-26,0,0,0,0.3,153,SEK,2848,0.83,0.83,1687,192,0,0,0,4,28,0,1203,136,69,4.51530460043307,564,7,2848,2848,3491,0,0
RDLJGK-R,2023-06-30,SEK,3,2,1,2023-06-30,91,2023,202306,3536,3097,439,344,85,1,256,0,710,710,2153,6634,7954,7954,16770,4745,187,5131,0,5819,5318,5819,95,31.9505,182.125458,23,257,5820,3097,1,16768,1721,3763,0.65,0.65,2023-07-18,2023-07-18,2023-07-18,2023-07-18,0,0,0,0.65,256,SEK,4511,1.4056,1.4056,3097,558,0,0,0,-21,66,0,3207,347,119,10.3719711716525,953,187,4511,5131,8816,0,8
HWYYQ0-R,2005-09-30,DKK,3,3,1,2005-09-30,92,2005,200509,1620,1308,312,296,73,0,223,0,660,537,1187,3304,438,438,7222,1559,74,1359,0,3747,1433,3747,29,11.10222,337.5,23,223,3780,1308,33,7222,3480,1457,0,0,2005-10-27,2005-11-02,2005-11-02,2005-11-02,0,0,0,0,223,DKK,1359,0.66,0.682,1308,426,0,0,0,-15,1,0,1485,524,114,5.17037037037037,3480,74,1359,1359,6784,0,0
MVMFXK-R,2001-03-31,DKK,3,1,1,2001-03-31,90,2001,200103,5350,3992,1358,1595,574,0,1021,0,0,0,0,0,0,0,26097,0,0,0,0,16811,0,16811,0,2.36979,7093.8832,01,1021,16811,3992,0,26097,0,0,0,0,2001-06-11,2001-06-11,2001-06-11,2001-06-11,0,0,0,0,1021,DKK,0,0.1477,0.1477,3992,0,0,0,0,237,0,0,0,9286,0,0,0,0,0,0,0,0,0
MVMFXK-R,2011-12-31,DKK,3,4,1,2011-12-31,92,2011,201112,18120,12184,5936,5815,1122,0,4689,0,17550,13408,9433,39591,1489,1489,64698,20779,355,502,0,37448,857,37448,-1499,6.74059,5555.59814,23,4689,37448,12184,0,64698,20931,11673,1.4,1.4,2012-02-02,2012-02-06,2012-02-06,2012-02-06,0,0,0,1.4,4689,DKK,502,0.841,0.829,12184,6628,0,0,0,145,272,0,12056,0,692,3.38613404460532,20931,355,502,502,63209,0,0
MVMFXK-R,2021-12-31,DKK,3,4,1,2021-12-31,92,2021,202112,38333,24695,13638,13113,2221,0,10892,0,17485,10720,19621,85595,43438,43171,194508,99516,13684,12961,0,70746,26645,70746,-18771,15.52196,4557.8,23,10892,70746,24695,0,194508,55362,41762,3.45,3.45,2022-02-02,2022-02-02,2022-02-02,2022-02-02,0,0,0,3.45,10892,DKK,12961,2.3844,2.3844,24695,15720,0,0,0,-4,775,0,73304,360,2082,-3.05432445478082,55362,13684,12961,12961,151337,0,0
PDBDMJ-R,2005-06-30,NOK,3,2,0,2005-06-30,91,2005,200506,461.8,464.3,-2.5,-32.8,0,-0.8,-32,0,305.5,305.5,699,1266.3,685.5,573.3,3031.8,397.5,0,1544.2,0,1042.4,1544.2,1042.4,123.7,8.5233,122.3,23,-32.8,1060.1,464.3,17.7,3031.8,1080,261.8,0,0,2005-08-25,2005-08-30,2005-08-30,2005-08-30,1,0,0,0,-32,NOK,1339.1,-0.3,-0.3,464.3,36.7,0,0,0,-18,12.3,0,397.5,30,39.2,7.10384300899428,1080,0,1339.1,1544.2,2458.5,0,0
C6LWM5-R,2022-06-30,NOK,3,2,1,2022-06-30,91,2022,202206,4172,3161,1011,2428,533,177,1836,0,1073,1073,9721,12342,8777,8777,31678,5689,950,7017,0,13860,7967,13860,49,117.75937,117.697638,23,2013,16314,3161,2454,31679,8729,1548,0,0,2022-08-25,2022-08-25,2022-08-25,2022-08-25,0,0,0,0,1837,NOK,6244,15.6078,15.6078,3161,1241,0,0,0,16,53,0,0,0,230,56.5261980873397,7838,950,6244,7017,22901,0,0
HWYYQ0-R,2004-03-31,DKK,3,1,1,2004-03-31,91,2004,200403,1441,1184,257,260,68,-1,193,0,601,496,1183,3249,528,528,7534,1572,0,0,0,3902,0,3902,-5,0,0,01,192,3929,1184,27,7534,3757,1465,0,0,2004-04-29,2004-07-21,2004-07-21,2004-07-21,1,0,0,0,193,DKK,0,0.54,0.554,1184,381,0,0,0,10,7,0,1572,2033,124,0,3757,0,0,0,7006,0,0
HWYYQ0-R,2008-12-31,DKK,3,4,1,2008-12-31,92,2008,200812,2025,1655,370,318,77,0,241,0,1113,997,1557,4284,0,1179,9857,2886,911,1489,0,4465,2400,4465,562,14.41334,309.782365,23,241,4465,1655,0,9857,4319,1550,1.05,1.05,2009-01-22,2009-01-22,2009-01-22,2009-01-22,0,0,0,1.05,241,DKK,1489,0.778,0.778,1655,489,0,0,0,0,52,0,1184,156,119,4.51284565536841,4319,911,1489,1489,8678,0,0
RDLJGK-R,2022-03-31,SEK,3,1,1,2022-03-31,90,2022,202203,2121,1930,191,112,10,-3,105,0,565,565,1315,3979,6239,6239,11569,3056,134,3067,0,4536,3201,4536,-109,24.97658,181.610137,23,102,4540,1930,4,11570,1033,1633,0,0,2022-04-22,2022-04-22,2022-04-22,2022-04-22,0,0,0,0,104,SEK,2798,0.5727,0.5727,1930,273,0,0,0,-6,23,0,2055,143,82,5.0823154216331,1033,134,2798,3067,5330,0,32
BNW4RV-R,2022-12-31,NOK,3,4,1,2022-12-31,92,2022,202212,2264,2672,-408,-488,-115,0,-462,0,552,552,2328,3140,3273,3009,9034,3745,1668,2062,0,3056,3730,3056,38,5.21873,585.582751821103,23,-373,3066,2672,10,9034,2455,239,0,0,2023-02-08,2023-04-26,2023-04-26,2023-04-26,0,0,0,0,-462,NOK,494,-0.789,-0.789,2672,-236,0,0,-89,0,80,0,625,161,172,-1.03315884581387,613,1668,494,2062,6025,0,0
C6LWM5-R,2019-06-30,NOK,3,2,1,2019-06-30,91,2019,201906,3296.3,2305.9,990.4,1101.3,235.9,19.1,897.4,0,363.9,363.9,5865.3,7258.7,4546.3,4546.3,17083.3,3068.9,293.8,3629.8,0,8055.3,3923.6,8055.3,221.4,71.45132,112.738296,23,916.5,8695.5,2305.9,640.2,17083.3,4487.8,1029.5,0,0,2019-08-23,2019-08-23,2019-08-23,2019-08-23,0,0,0,0,897.5,NOK,3108.6,7.9609,7.9609,2305.9,1154.6,0,0,0,0,64.3,0,1.70530256582424e-13,0,164.2,37.1639464907293,3876.4,293.8,3108.6,3629.8,12537,0,0
KZ5B9F-R,1999-03-31,NOK,3,1,null,1999-03-31,90,1999,199903,1822.102,1801.87,20.232,1.073,0,0,-8.326,0,544.891,0,92.395,1583.714,1906.032,926.343,6825.839,2040.309,0,1629.222,0,2426.095,1629.222,2426.095,0,27.92426,86.881267445,01,-8.326,2545.021,1801.87,118.926,6825.839,3336.093,942.359,0,0,1999-05-11,1999-05-11,1999-05-11,1999-05-11,0,0,0,0,-8.326,NOK,1629.222,-0.0956,-0.0956,1801.87,139.517,0,0,0,33.232,52.391,0,2040.309,702.285,119.285,-5.25539064320219,3336.093,0,1629.222,1629.222,5899.496,-90.998,0
KZ5B9F-R,2020-12-31,NOK,3,4,1,2020-12-31,92,2020,202012,3620,3173,447,316,49,209,490,0,1306,1306,0,38646,6018,6018,48818,26209,964,4593,0,10178,5557,10178,-1989,43.52373,233.849416,23,255,15853,3173,5675,48818,2100,1736,2,2,2021-02-12,2021-03-26,2021-03-26,2021-03-26,0,0,0,2,490,NOK,3090,2.0954,2.0954,3173,665,0,0,444,19,47,0,24159,237,218,53.1837975597083,480,964,3090,4593,42800,0,72
MVMFXK-R,1999-03-31,DKK,3,1,null,1999-03-31,90,1999,199903,4654,3789,865,759,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,493,0,3789,0,0,0,0,0,0,1999-05-05,1999-05-05,1999-05-05,1999-05-05,0,0,0,0,493,DKK,0,0.0685,0.0685,3789,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0
MVMFXK-R,2000-12-31,DKK,3,4,1,2000-12-31,92,2000,200012,2167,0,0,922,0,0,619,0,3845,1278,3972,12528,0,32,24593,6412,821,0,0,15738,821,15738,0,2.27667,6912.74,01,619,15738,0,0,0,10899,4444,0.1325,0.1325,2001-02-20,2001-02-20,2001-02-20,2001-02-20,0,0,0,0.1325,619,DKK,950,0.0886,0,0,0,0,0,0,922,0,0,4476,2443,0,0.884743242187613,10899,821,950,0,24561,0,0
C6LWM5-R,2014-03-31,NOK,3,1,1,2014-03-31,90,2014,201403,1626.2,1141,485.2,273.5,73,14.7,222.2,0,1086.7,1086.7,3034.1,4968,2467.7,2467.7,9812.7,896.3,243.7,2349.8,0,4942.4,2593.5,4942.4,15.7,44.12857,111.999999,23,236.9,5294.9,1141,352.5,9812.7,1933.7,847.2,0,0,2014-05-22,2014-05-22,2014-05-22,2014-05-22,0,0,0,0,222.2,NOK,2349.8,1.98,1.98,1141,554.7,0,0,0,0.6,28,0,652.6,0,69.5,36.3544646103077,1933.7,243.7,2349.8,2349.8,7345,0,0
C6LWM5-R,2018-06-30,NOK,3,2,1,2018-06-30,91,2018,201806,2944,2423.4,520.6,888.8,204.6,-2.4,765.4,0,157.1,157.1,4398.6,5448.6,3383,3383,13469.4,2753.1,335.6,2337.5,0,6889.5,2673.1,6889.5,-332,61.21547,112.545077,23,763,6976.5,2423.4,87,13469.4,3596,892.9,0,0,2018-08-23,2018-08-23,2018-08-23,2018-08-23,0,0,0,0,765.5,NOK,2002.4,6.8,6.8,2423.4,642,0,0,0,0,15.3,0,-1.13686837721616e-13,0,121.4,23.9504034459011,3596,335.6,2002.4,2337.5,10086.4,0,0
HWYYQ0-R,2007-03-31,DKK,3,1,1,2007-03-31,90,2007,200703,1931,1572,359,346,92,0,254,0,474,325,1252,3373,780,757,7789,2079,381,1624,0,3092,2005,3092,308,10.00558,309.02753,23,254,3125,1572,33,7789,3581,1647,0,0,2007-04-25,2007-04-25,2007-04-25,2007-04-25,0,0,0,0,254,DKK,1624,0.82,0.82,1572,473,0,0,0,12,25,0,1059,248,114,4.18732920008777,3581,381,1624,1624,7032,0,0
HWYYQ0-R,2011-09-30,DKK,3,3,1,2011-09-30,92,2011,201109,2692,2071,621,680,161,1,518,0,820,610,1728,5025,2276,2276,13646,2848,170,1536,0,8363,1706,8363,526,26.57029,314.75,23,519,8376,2071,13,13646,6248,2477,0,0,2011-10-28,2011-10-28,2011-10-28,2011-10-28,0,0,0,0,518,DKK,1536,1.644,1.64,2071,854,0,0,0,73,14,0,1563,41,233,6.91660047656871,6248,170,1536,1536,11370,0,0
MVMFXK-R,2002-09-30,DKK,3,3,1,2002-09-30,92,2002,200209,6445,5044,1401,1542,540,-1,1003,0,0,0,0,0,0,0,32101,0,0,0,0,22000,0,22000,0,3.17112,6937.61638,01,1002,22024,5044,24,32101,0,0,0,0,2002-10-29,2002-11-01,2002-11-01,2002-11-01,0,0,0,0,1003,DKK,0,0.1445,0.1445,5044,1703,0,0,0,141,0,0,0,0,302,0,0,0,0,0,0,0,0
MVMFXK-R,2003-03-31,DKK,3,1,1,2003-03-31,90,2003,200303,6106,4939,1167,1653,562,0,1091,0,0,0,0,0,0,0,31269,0,0,0,0,22158,0,22158,0,3.12354,7093.8832,01,1091,22158,4939,0,31269,0,0,0,0,2003-05-20,2003-05-20,2003-05-20,2003-05-20,0,0,0,0,1091,DKK,0,0.157,0.157,4939,1486,0,0,0,486,0,0,0,9111,319,0,0,0,0,0,0,0,0
PDBDMJ-R,2021-03-31,NOK,3,1,1,2021-03-31,90,2021,202103,10491.4470425791,9253.72085937186,1237.72618320721,2286.76834179956,524.00835096842,-2.050913311031,2397.51766059524,0,916.995374966999,916.995374966999,18045.9472751985,25559.490342078,12568.0536785685,12540.96519375,60161.5182274574,7559.69381879249,1721.623701798,17701.823190282,0,30592.9321322415,19423.44689208,30592.9321322415,-174.327631437635,59.16124,517.111091,23,2395.46674728421,30611.994399336,9253.72085937186,19.0622670945,60159.5116730265,19964.2133112345,6597.550969128,0.77,0.77,2021-05-19,2021-05-19,2021-05-19,2021-05-19,0,0,0,0.77,2397.51766059524,EUR,13694.733991575,4.6364,4.6364,9253.72085937186,2149.35714996049,0,0,0,38.96735,160.996694915933,0,-9.77706804405898e-12,105.344108,911.630966753278,34.808374518669,14248.543014531,1721.623701798,13694.733991575,17701.823190282,47620.5530337074,0,23.5855030768565
C6LWM5-R,2016-06-30,NOK,3,2,1,2016-06-30,91,2016,201606,2288.1,1697.1,591,493,124.8,-7.3,409.7,0,198.9,198.9,3637.8,4939.3,2912.9,2913,11570,2844.6,320.6,2488.6,0,4971.3,2809.2,4971.3,-11,44.33913,112.119918,23,402.4,5047.6,1697.1,76.3,11570,2866.5,1102.6,0,0,2016-08-25,2016-08-25,2016-08-25,2016-08-25,0,0,0,0,409.7,NOK,2488.6,3.65,3.65,1697.1,679.4,0,0,0,7.2,22.3,0,2524,-0.1,88.4,18.6826750979251,2866.5,320.6,2488.6,2488.6,8657,0,0
MVMFXK-R,2022-12-31,DKK,3,4,1,2022-12-31,92,2022,202212,48092,31438,16654,16316,2724,0,13592,0,23574,12653,24388,108194,51622,51416,241257,120940,1466,24318,0,83486,25784,83486,-15261,18.55327,4499.8,23,13592,83486,31438,0,241257,66671,51500,4.075,4.075,2023-02-01,2023-02-01,2023-02-01,2023-02-01,0,0,0,4.075,13592,DKK,20775,3.0151,3.0151,31438,18689,0,0,0,433,771,0,96796,100,2035,-2.8325703364594,62540,1466,20775,24318,189841,0,0
PDBDMJ-R,2003-09-30,NOK,3,3,1,2003-09-30,92,2003,200309,791.2,889.1,-97.9,-170.7,0.6,0.8,-172.2,0,173.8,173.8,905,1655,803.5,655.6,3942.7,1081.1,0,3573.1,0,-634.2,3573.1,-634.2,-48.5,-73.08885,8.677110309456,01,-171.4,-601.6,889.1,32.6,3942.7,1484.2,576.2,0,0,2003-11-27,2003-12-02,2003-12-02,2003-12-02,0,0,0,0,-172.2,NOK,3573.1,-18.2562,-18.2562,889.1,-36,0,0,0,-4.7,68.1,0,1081.1,-109.9,61.9,66.1395302736425,1484.2,0,3573.1,3573.1,3287.1,0,0
HWYYQ0-R,2017-03-31,DKK,3,1,1,2017-03-31,90,2017,201703,3740,2743,997,980,205,1,771,0,765,754,2511,6653,2836,2696,18865,4504,905,1713,0,10940,2618,10940,-300,36.83979,296.961517,23,772,10954,2743,14,18865,8663,3377,0,0,2017-04-26,2017-04-26,2017-04-26,2017-04-26,0,0,0,0,771,DKK,1713,2.59,2.59,2743,1252,0,0,0,13,18,0,1909,523,255,7.23662790286729,8663,905,1713,1713,16169,0,0
KZ5B9F-R,2006-03-31,NOK,3,1,1,2006-03-31,90,2006,200603,2557,2428,129,262,74,16,172,0,659,589,87,2346,3560,1413,7983,2702,465,1287,0,2858,1752,2858,-87,34.58738,82.63129805365,23,188,3165,2428,307,7983,2077,1600,0,0,2006-05-11,2006-05-24,2006-05-24,2006-05-24,0,0,0,0,172,NOK,1287,2.0564,2.0803,2428,218,0,0,0,115,20,0,2237,829,89,-4.30829490018249,2077,465,1287,1287,6570,0,0
KZ5B9F-R,2009-03-31,NOK,3,1,1,2009-03-31,90,2009,200903,3112,3065,47,-39,7,0,-46,0,709,671,133,3211,7452,6698,14766,4729,642,4883,0,3462,5525,3462,-76,42.7228,81.03401261199,23,-46,3588,3065,126,14766,1551,2369,0,0,2009-05-15,2009-05-15,2009-05-15,2009-05-15,0,0,0,0,-46,NOK,4883,-0.5659,-0.9108,3065,190,0,0,0,157,68,0,4087,1566,143,-18.7328746420166,1551,642,4883,4883,8068,0,30
MVMFXK-R,2008-09-30,DKK,3,3,1,2008-09-30,92,2008,200809,11246,8023,3223,3564,842,0,2664,0,8795,7144,9239,27145,-724,841,47216,12316,805,974,0,32173,1779,32173,1250,5.276,6097.9854,23,2664,32173,8023,0,47216,18829,9111,0,0,2008-10-30,2008-10-30,2008-10-30,2008-10-30,0,0,0,0,2664,DKK,974,0.434,0.434,8023,3783,0,0,0,357,66,0,8727,-472,560,2.43178673402531,18829,805,974,974,46375,0,0
PDBDMJ-R,2010-03-31,NOK,3,1,1,2010-03-31,90,2010,201003,3430.7,2822.9,607.8,779.8,172.4,5.3,620.5,0,235.6,235.6,5979.2,8298.4,8298.8,7734.7,20247.4,4515.2,2578.3,1797.7,0,12243.4,4376,12243.4,63.4,34.24825,357.4898329,23,625.8,12292.2,2822.9,48.8,20247.4,3562.6,2083.6,0,0,2010-05-04,2010-05-05,2010-05-05,2010-05-05,0,0,0,0,620.5,NOK,1797.7,1.7,1.7,2822.9,768.5,0,0,0,117,68.8,0,1936.9,256.6,160.7,10.5826785878363,3562.6,2578.3,1797.7,1797.7,12512.7,0,0
PDBDMJ-R,2014-03-31,NOK,3,1,1,2014-03-31,90,2014,201403,5868,4614.8,1253.2,994.5,271.5,-3.9,769.6,0,888.3,888.3,11061.6,15234.2,9801,8534.6,32834,4260.2,285.4,8113.9,0,16374.4,8399.3,16374.4,281.2,39.9407,409.967759,23,736.8,16398.6,4614.8,24.2,32834,6736.6,3284.3,0,0,2014-04-30,2014-04-30,2014-04-30,2014-04-30,0,0,0,5,769.6,NOK,8113.9,1.88,1.88,4614.8,1478.7,0,0,28.9,12.3,130.6,0,3974.8,752.4,225.5,26.7679585993981,6736.6,285.4,8113.9,8113.9,24299.4,0,-0.2
PDBDMJ-R,2016-03-31,NOK,3,1,1,2016-03-31,91,2016,201603,7710.93725849786,6742.18825394044,968.749004557421,1467.8881180167,346.730223853394,0,1219.2711168471,0,894.480228768749,894.480228768749,13525.5967153125,20066.8957539375,9735.60198414375,9688.47446945624,40091.3767446562,5578.0126384125,0.942550293749999,9942.96304876875,0,18395.7540831187,9943.9055990625,18395.7540831187,208.609667648058,40.87167,450.085652,23,1219.2711168471,18404.2370357625,6742.18825394044,8.48295264374999,40091.3767446562,8976.84899767499,5646.81880985624,1.7,1.7,2016-05-11,2016-05-11,2016-05-11,2016-05-11,0,0,0,1.7,1219.2711168471,EUR,9942.96304876874,2.6672,2.6672,6742.18825394044,1309.76389505059,0,0,0,-9.52556,114.306667204415,0,5577.07008811875,2401.618148,341.014890493173,32.1913907967122,8976.84899767499,0.942550293749999,9942.96304876874,9942.96304876874,30402.9022752,0,23.8138890009199
RDLJGK-R,2018-03-31,SEK,3,1,1,2018-03-31,90,2018,201803,1601,1531,70,49,6,2,40,0,388,386,895,2754,5816,5816,9414,1817,7,2923,0,3899,2930,3899,-15,21.23664,183.59781,23,42,3897,1531,-2,9414,583,1358,0,0,2018-04-26,2018-04-26,2018-04-26,2018-04-26,0,0,0,0,40,SEK,2923,0.22,0.22,1531,131,0,0,0,5,27,0,1180,139,61,5.10354671441887,583,7,2923,2923,3598,0,0
C6LWM5-R,2009-09-30,NOK,3,3,1,2009-09-30,92,2009,200909,688.3,463.2,225.1,71,20.1,-0.1,57.5,0,13.5,13.5,1060.5,1429.3,1124.9,1124.9,3354.5,505.6,193.1,801.9,0,1560.7,995,1560.7,-4.8,15.36122,101.6,23,57.4,1561.7,463.2,1,3354.5,491.3,355.3,0,0,2009-10-29,2009-10-30,2009-10-30,2009-10-30,0,0,0,0,57.5,NOK,801.9,0.56,0.56,463.2,246.3,0,0,0,6.5,0,0,312.5,0,21.2,9.09153543307087,491.3,193.1,801.9,801.9,2229.6,0,0
C6LWM5-R,2017-12-31,NOK,3,4,1,2017-12-31,92,2017,201712,2780.6,1927.6,853,275.7,-6.5,2.2,299.1,0,177.098,177.098,4394.573,5315.649,2926.354,2924.975,12926.246,2739.897,243.633,1155.999,0,7580.059,1399.632,7580.059,-16.518,67.35132,112.545077,23,301.3,7668.128,1927.6,88.069,12926.246,3604.77,702.539,19,19,2018-02-15,2018-04-27,2018-04-27,2018-04-27,0,0,0,19,299.1,NOK,811.027,2.66,2.66,1927.6,974,0,0,0,0,60.9,0,498.155,0,121,22.8864031076188,3604.77,243.633,811.027,1155.999,10001.271,0,0
